Symbol,Sector,Industry,pe_ttm,roe_ttm,de_ttm,rev_growth,net_inc_growth,rating_score,forward_eps_growth,stock_grade_factor,forward_eps,IndustryOrSector,rev_growth_rel,net_inc_growth_rel,forward_eps_growth_rel,CompositeScore,Rating
TPL,Energy,Oil & Gas Exploration & Production,71.43718039581046,0.4004067627018179,0.0,0.11752467958106065,0.11910660799467515,3.0,0.0,0.5200000000000001,0.0,Oil & Gas Exploration & Production,0.5731871329448683,0.6073280228375462,0.25376122233088905,40.95111973239058,Hold
AXON,Industrials,Aerospace & Defense,170.32203839437315,0.14855421684043232,0.8008003590190829,0.33205704778906875,1.1640388688320409,3.0,9.16333,0.6399999999999999,9.16333,Aerospace & Defense,0.7416235006233407,0.6510929933459569,0.37219855273872743,40.91369702624829,Hold
SJM,Consumer Defensive,Packaged Foods,-47.04065446045968,-0.03422233183796719,1.149088645346228,-0.041094123716175025,9.148959474260678,2.0,11.1697,0.44000000000000006,11.1697,Packaged Foods,0.3814477581117788,0.9116166176891979,0.8926029136386736,40.8657609228178,Hold
AMAT,Technology,Semiconductors,19.869379994081086,0.35838625425908494,0.3302041031591161,0.02485198174755817,0.04682030338389732,4.0,11.54833,0.56,11.54833,Semiconductors,0.4737937781953036,0.5280544947186597,0.4939442321939058,40.78302068578621,Hold
DIS,Communication Services,Entertainment,23.014967452300787,0.0874408106185137,0.41105435168057963,0.027705910144210217,1.1121495327102804,3.0,8.264,0.66,8.264,Entertainment,0.4658108006431458,0.590345125162941,0.4929199316955986,40.764441181603935,Hold
ADBE,Technology,Software - Infrastructure,26.93919419345282,0.47720364741641336,0.5011836578846888,0.10799113813179453,0.02431834929992631,3.0,30.67,0.52,30.67,Software - Infrastructure,0.5017019110652012,0.4446428339146629,0.782144437381445,40.74957849423729,Hold
TSN,Consumer Defensive,Agricultural Farm Products,21.72724288840262,0.04983030980386812,0.49282608695652175,0.008093644220041225,2.234567901234568,3.0,6.0077,0.4,6.0077,Agricultural Farm Products,0.6903106591397884,0.6924491383867238,0.45655470571680096,40.67726952310694,Hold
SNA,Industrials,Manufacturing - Tools & Accessories,17.026792046233716,0.18839095413402718,0.23074554412404,-0.07848012058806257,0.03243991692216398,4.0,22.0,0.5999999999999999,22.0,Manufacturing - Tools & Accessories,0.3821488698022421,0.3821488698022421,0.617851130197758,40.67381641283192,Hold
CARR,Industrials,Construction,11.406817121976685,0.4075814258612436,0.8385164874810592,0.017558150058828853,3.1541882876204594,4.0,5.28,0.48,5.28,Construction,0.5284692219635115,0.8339500280090814,0.37383598015744285,40.61155632082396,Hold
CRWD,Technology,Software - Infrastructure,-5628.550131285351,-0.00657383384891644,0.24055570767929443,0.29391354434791717,-1.2157354439307264,2.0,8.81,0.6399999999999999,8.81,Software - Infrastructure,0.8429062392588579,0.29467792385775843,0.46340769042922586,40.586306484299115,Hold
PFG,Financial Services,Insurance - Diversified,16.88426592881465,0.09755353054720114,0.3878289708294701,0.18015044856503096,1.5208600770218228,3.0,11.0477,0.4,11.0477,Insurance - Diversified,0.6010344464904877,0.7361651261889102,0.43088138275078,40.581212228064146,Hold
MAA,Real Estate,REIT - Residential,33.72130999686984,0.09469352485818691,0.0,0.01980341340899655,-0.04569957634323795,3.0,0.0,0.6,0.0,REIT - Residential,0.376805581638562,0.5005945731892756,0.43700592116512876,40.563758789327565,Hold
ANET,Technology,Computer Hardware,40.119782230937446,0.3205200954184273,0.0,0.19504184862959562,0.36637057740520024,3.0,3.5687,0.6000000000000002,3.5687,Computer Hardware,0.5034493954806806,0.46867015581881244,0.3415619791355855,40.555139091053874,Hold
CTRA,Energy,Oil & Gas Exploration & Production,14.590505836575876,0.09086569908250393,0.0,-0.03976073187895848,-0.31015384615384617,3.0,4.795,0.5599999999999999,4.795,Oil & Gas Exploration & Production,0.44344176467803414,0.4868647701328761,0.3875177619607175,40.547290143101286,Hold
QCOM,Technology,Semiconductors,15.248618784530386,0.4184098832802789,0.5273730525100981,0.08771635957565606,0.4023783185840708,4.0,14.0,0.54,14.0,Semiconductors,0.5024047774919599,0.5468487732639803,0.5293973011647672,40.54102048807747,Hold
TT,Industrials,Construction,46.45076752375898,0.28119319569168993,0.6369376585235617,0.12222247363895551,0.26878798359602746,3.0,17.9,0.5200000000000001,17.9,Construction,0.7166822368007827,0.46352465099475637,0.603545131274627,40.51683964377858,Hold
DLR,Real Estate,REIT - Office,377.3542673442216,0.007188945876307008,0.0,0.014224234493645406,-0.3650233232648777,1.0,2.98333,0.6599999999999999,2.98333,REIT - Office,0.3445456540475942,0.4340557445016821,0.6924500897298752,40.51370321619609,Hold
KLAC,Technology,Semiconductors,28.391844694796546,1.0181596753673023,1.5204918472839304,-0.0651491379238068,-0.184626471351472,3.0,46.47,0.54,46.47,Semiconductors,0.4328322343038316,0.5158205554827696,0.9989389399187066,40.4840740863124,Hold
PLD,Real Estate,REIT - Industrial,27.419282735733468,0.06993934398361407,0.0,0.022202491216704395,0.21980188375183954,3.0,5.23,0.44000000000000006,5.23,REIT - Industrial,0.39369981922471714,0.6774484653495313,0.38949698490058776,40.46539291002942,Hold
FI,Technology,Information Technology Services,28.81005789959963,0.11931249253607944,1.0977824138463916,0.07138741947310533,0.020534550195567144,3.0,19.74,0.5400000000000001,19.74,Information Technology Services,0.655450517587823,0.44323763480088174,0.7804215025236175,40.39669364220445,Hold
AIZ,Financial Services,Insurance - Specialty,15.476983153744035,0.130171597776753,0.39809330938825416,0.06700743828380466,0.18319066147859922,3.0,20.63198,0.64,20.63198,Insurance - Specialty,0.5,0.5,0.5,40.23192495022896,Hold
OKE,Energy,Oil & Gas Midstream,17.275276385224274,0.16845380298905493,1.4997191537165324,0.22747072467047577,0.1414065438134637,3.0,7.73,0.5200000000000001,7.73,Oil & Gas Midstream,0.7452716556288657,0.6432123830312549,0.5465995929813413,40.165204785626166,Hold
ALGN,Healthcare,Medical - Devices,33.818863425496374,0.10673727513260262,0.022794270161399784,0.03540724860573861,-0.053231862272583266,3.0,13.92,0.4600000000000001,13.92,Medical - Devices,0.4264044509218496,0.3742140926553779,0.6431731600054232,40.15450303257147,Hold
SLB,Energy,Oil & Gas Equipment & Services,11.661532219570406,0.20137695699712835,0.7174993594670767,0.09518635883506865,0.06138472519628837,3.0,4.01,0.52,4.01,Oil & Gas Equipment & Services,0.6023121204641173,0.4358219230100821,0.6874229860759549,40.135072486381176,Hold
COP,Energy,Oil & Gas Exploration & Production,12.333201351776172,0.16621092049116085,0.364572794996781,-0.05385319991012945,-0.1562471479419549,4.0,10.88432,0.48,10.88432,Oil & Gas Exploration & Production,0.43181683114147634,0.5300555679351486,0.5573793619395929,40.13008510968062,Hold
PFE,Healthcare,Drug Manufacturers - General,16.56022266983219,0.08821204084264592,0.0,0.08771539934354486,2.789995280792827,3.0,2.46927,0.56,2.46927,Drug Manufacturers - General,0.4872368329319081,0.47484275214013033,0.32811637136411537,40.1113385417207,Hold
NOC,Industrials,Aerospace & Defense,18.437181891673404,0.25022335350538577,1.0692071542979178,0.04436243318910664,1.0301556420233462,3.0,36.87,0.5599999999999999,36.87,Aerospace & Defense,0.5017411605075448,0.6358351854402361,0.6693947774597732,40.08375335773103,Hold
ED,Utilities,Regulated Electric,19.30826493918562,0.11562213390400489,0.0,0.040441928663984175,-0.277491067884081,1.0,7.06869,0.44000000000000006,7.06869,Regulated Electric,0.5974218600835485,0.38094441148296493,0.6345504623214543,40.05587765401775,Hold
CB,Financial Services,Insurance - Property & Casualty,14.062076693046098,0.1319082255537105,0.2207345647080303,0.12411190944486813,0.02702702702702703,3.0,28.04138,0.44000000000000006,28.04138,Insurance - Property & Casualty,0.454999055324562,0.4306830150497136,0.6866460645444752,40.006713855902234,Hold
GD,Industrials,Aerospace & Defense,18.989604470706563,0.17814708220880882,0.5177502812148481,0.12878501135503406,0.14087481146304676,4.0,21.025,0.4800000000000001,21.025,Aerospace & Defense,0.5721334604719044,0.5344895844239355,0.4994330252641838,39.98143662437233,Sell
ADP,Industrials,Staffing & Employment Services,32.49460270615012,0.7678111917655643,0.7286390108107185,0.06608853998956263,0.09964830011723329,3.0,11.7792,0.42000000000000004,11.7792,Staffing & Employment Services,0.617851130197758,0.6178511301977578,0.617851130197758,39.965686877597825,Sell
NSC,Industrials,Railroads,16.765052726724914,0.23885860275993595,1.1863413961822067,-0.0027147087857847976,0.4351395730706076,3.0,19.4739,0.64,19.4739,Railroads,0.41333974414426217,0.6872490442957808,0.6381764368106624,39.965222487591504,Sell
NWS,Communication Services,Entertainment,32.9837864476386,0.05952635599694423,0.3563330488845544,0.020852312987144447,0.785234899328859,3.0,1.45,0.68,1.45,Entertainment,0.46063425177719086,0.5733181558510708,0.41308385253038793,39.93668282879978,Sell
TRV,Financial Services,Insurance - Property & Casualty,14.536793959260127,0.15729240514487217,0.2849490972296123,0.12230441930180834,0.6713473754597125,3.0,26.91579,0.48,26.91579,Insurance - Property & Casualty,0.4467486413167246,0.4418456853139841,0.6698908968709096,39.80294199895714,Sell
VTR,Real Estate,REIT - Healthcare Facilities,302.44216504251284,0.009175086885237866,0.0,0.09481000492015366,2.9806457911307445,2.0,0.0,0.5,0.0,REIT - Healthcare Facilities,0.32142835921434926,0.6506846355717867,0.5,39.77746858278564,Sell
TAP,Consumer Defensive,Beverages - Alcoholic,11.14382966396292,0.0785920815973408,0.4765207825641887,-0.006417651532630895,0.18284329223311202,4.0,8.05,0.5200000000000001,8.05,Beverages - Alcoholic,0.5,0.5,0.5,39.764824998011264,Sell
TMO,Healthcare,Medical - Diagnostics & Research,23.90770222563316,0.13341387995822498,0.6926879672589501,0.0005133350444501482,0.0567139282735613,3.0,32.04,0.5800000000000001,32.04,Medical - Diagnostics & Research,0.44681022732855435,0.5964863453414373,0.6240020217118486,39.76114293040002,Sell
CF,Basic Materials,Agricultural Inputs,11.077625748502994,0.261717028257995,0.6895397489539749,-0.10481073744533254,-0.20131147540983607,4.0,7.74,0.4,7.74,Agricultural Inputs,0.49785208200851455,0.5217184012870489,0.6808742066770149,39.75442409753314,Sell
JPM,Financial Services,Banks - Diversified,12.636881882904767,0.17270784902854547,2.860537248875989,0.14558934578156107,0.17999273490474652,3.0,21.21132,0.5800000000000001,21.21132,Banks - Diversified,0.7078902491979379,0.5283275836965485,0.7279648904402792,39.74998414164053,Sell
NWSA,Communication Services,Entertainment,32.9837864476386,0.05952635599694423,0.3563330488845544,0.020852312987144447,0.785234899328859,3.0,1.45,0.66,1.45,Entertainment,0.46063425177719086,0.5733181558510708,0.41308385253038793,39.68668282879978,Sell
AME,Industrials,Industrial - Machinery,29.750452912934147,0.14749073960031672,0.19367868191061416,0.052180174171397385,0.04792611568183687,3.0,8.78682,0.6,8.78682,Industrial - Machinery,0.5312736216720729,0.4462871428332678,0.42366911931741674,39.68057411645007,Sell
LKQ,Consumer Cyclical,Auto - Parts,15.821084648493546,0.11354565447584915,0.9467120181405896,0.03526611856339247,-0.26816239316239315,4.0,4.1,0.58,4.1,Auto - Parts,0.617851130197758,0.617851130197758,0.3821488698022421,39.665723806951554,Sell
GILD,Healthcare,Drug Manufacturers - General,21.410729253981557,0.3174434229607653,0.0,0.060407139696120375,-0.9152691968225949,3.0,10.51945,0.52,10.51945,Drug Manufacturers - General,0.44165010958960677,0.43462752305044505,0.42517842871110445,39.655330174395054,Sell
APH,Technology,"Hardware, Equipment & Parts",40.221729680085716,0.2713194794137954,0.6957344775365977,0.21251005599496603,0.2572614107883817,3.0,3.17955,0.6599999999999999,3.17955,"Hardware, Equipment & Parts",0.7573194066079871,0.46291753611260095,0.357416413655991,39.463172025865894,Sell
RF,Financial Services,Banks - Regional,10.157091811414391,0.11155091759625764,0.3248246087425796,0.026968247063940843,-0.08727097396335583,4.0,2.70335,0.5000000000000001,2.70335,Banks - Regional,0.5691362730440779,0.45089629359075567,0.39009261199879997,39.460027313121195,Sell
BLK,Financial Services,Asset Management,23.363547060615293,0.15586943620178043,0.2994420465312138,0.14267316199115293,0.15757906215921483,1.0,57.35197,0.52,57.35197,Asset Management,0.45289105708193994,0.4400358406488101,0.8274517610753795,39.42627543835526,Sell
WMT,Consumer Defensive,Discount Stores,40.58288536735953,0.22545144517554672,0.6604990495863229,0.05070009643201543,0.2530462252594933,3.0,3.625,0.6599999999999999,3.625,Discount Stores,0.5860450816011621,0.613084106860927,0.3580682278893946,39.349792371420016,Sell
LHX,Industrials,Aerospace & Defense,27.03595015576324,0.0839402220101199,0.6404265328524384,0.09815129512333282,0.2241238793806031,3.0,18.16,0.6400000000000001,18.16,Aerospace & Defense,0.5465907941751377,0.5439769437959302,0.46870153772613626,39.32767653344291,Sell
ELV,Healthcare,Medical - Healthcare Plans,15.430937299307084,0.1394006502379494,0.705903112721455,0.031924827827710986,-0.0011691999331885753,3.0,60.0607,0.5200000000000001,60.0607,Medical - Healthcare Plans,0.34110902178380575,0.6107388017733802,0.7242724506026798,39.32461063281738,Sell
IR,Industrials,Industrial - Machinery,41.18317414023576,0.08049968696196588,0.00016213947810163283,0.05219528511801748,0.07692307692307693,3.0,4.06035,0.5,4.06035,Industrial - Machinery,0.5313083407360963,0.4506860605139675,0.33777899033786124,39.31159258298282,Sell
ACN,Technology,Information Technology Services,25.91751613431357,0.2684886617533483,0.27560402766144204,0.012239863382286663,0.057225749564472794,3.0,16.655,0.5400000000000001,16.655,Information Technology Services,0.372957808680714,0.44691383720297556,0.6539694701876105,39.253796933353634,Sell
GNRC,Industrials,Industrial - Machinery,22.89466254483818,0.13709734534347623,0.597322073655529,0.0679069383570651,0.6015441505940745,3.0,11.32,0.6000000000000002,11.32,Industrial - Machinery,0.5674075943722251,0.5302725005357174,0.46970245009671513,39.22528326275218,Sell
INTU,Technology,Software - Application,61.79729996707276,0.16577963372362783,0.3839768232213494,0.13342149220489977,0.24286912751677853,3.0,28.63752,0.52,28.63752,Software - Application,0.4875569174650667,0.473256855970089,0.6113605266823521,39.174619962496706,Sell
COO,Healthcare,Medical - Instruments & Supplies,40.16250361097737,0.05202351954012912,0.3125146112485081,0.08410330624512968,0.33344663494221616,3.0,5.54344,0.54,5.54344,Medical - Instruments & Supplies,0.5616913638612698,0.5802280881929189,0.36348288353925357,39.157913011465965,Sell
FAST,Industrials,Industrial - Distribution,41.34917071899966,0.3198977749381927,0.13435222068666505,0.027127826098792655,-0.0038095238095238095,3.0,2.74,0.42000000000000004,2.74,Industrial - Distribution,0.5673230923578413,0.5587153614174065,0.3731058534289007,39.13394847820963,Sell
FFIV,Technology,Software - Infrastructure,26.543621340629276,0.195856254086413,0.07140005642651201,0.0010489949235186367,0.43506993325703636,4.0,16.56,0.38,16.56,Software - Infrastructure,0.30544196116678285,0.49431674699820743,0.5764090531410144,39.12186383399994,Sell
ETN,Industrials,Industrial - Machinery,32.781624079248154,0.20893977789866128,0.5795546449560576,0.07251250215554406,0.17899316345556246,3.0,19.50803,0.5000000000000001,19.50803,Industrial - Machinery,0.5779893844085192,0.46617036952768975,0.6184965718807252,39.11908569199013,Sell
IDXX,Healthcare,Medical - Diagnostics & Research,47.740585050812044,0.5735454167202718,0.7315949511503005,0.0646145962540355,0.05067795446853529,3.0,17.53333,0.4,17.53333,Medical - Diagnostics & Research,0.7500250772008252,0.5936750683189396,0.47464736931197676,39.09796834198521,Sell
CHD,Consumer Defensive,Household & Personal Products,40.76952743638566,0.17968895800933127,0.0,0.04076415753506365,-0.22538380095288513,2.0,0.0,0.4600000000000001,0.0,Household & Personal Products,0.7051671938233496,0.4095742943554615,0.32507562270012824,39.091897351727205,Sell
DUK,Utilities,Regulated Electric,18.957821615949634,0.09547328401047903,1.7264850996644958,0.044631796283551274,0.5923970432946146,2.0,8.12676,0.5599999999999999,8.12676,Regulated Electric,0.610775319122831,0.6085700176526415,0.7288504040827638,39.08729330948227,Sell
AEP,Utilities,Regulated Electric,19.883025403545332,0.10331806786018309,1.7177524733992906,0.03893100414596756,0.34373443231737694,3.0,7.63341,0.58,7.63341,Regulated Electric,0.5926064170923289,0.5435019050666071,0.6848808403790937,38.98615501678691,Sell
BDX,Healthcare,Medical - Instruments & Supplies,33.771811421895855,0.058628989647952094,0.7634404342141754,0.041606442287838115,0.14892183288409702,3.0,16.74,0.5,16.74,Medical - Instruments & Supplies,0.45606283781692625,0.5310031477737626,0.7292910447557093,38.91702306567361,Sell
MET,Financial Services,Insurance - Life,12.677245115452932,0.15932787972584567,0.5483577637944204,0.052554700558676046,1.8048162230671736,3.0,12.70278,0.4600000000000001,12.70278,Insurance - Life,0.4298733760059248,0.7498133082529218,0.4490195933632886,38.88565678188549,Sell
LEN,Consumer Cyclical,Residential Construction,7.873420458244312,0.14216130988390102,0.15779694397390445,0.035289722897830146,-0.0015178325006582436,5.0,22.34162,0.48,22.34162,Residential Construction,0.35172558431395734,0.38104502181482824,0.4178773244882245,38.873707259528345,Sell
PAYC,Technology,Software - Application,36.98220409488444,0.2549999733194616,0.04746098299557419,0.11190229052344194,0.47305656302451965,4.0,10.84313,0.4,10.84313,Software - Application,0.3942147182850193,0.5050353133219337,0.4220891687828266,38.84321021386045,Sell
PRU,Financial Services,Insurance - Life,16.56229050522648,0.0790470288507884,0.7009336412006827,0.3043035254450805,0.09606109324758842,3.0,17.05487,0.4,17.05487,Insurance - Life,0.7471848909524971,0.4115037782814304,0.6021549554810713,38.84096448111937,Sell
NXPI,Technology,Semiconductors,22.841332079627275,0.25334656758859353,1.2577773010083673,-0.049864416993070204,-0.1026099392205935,4.0,21.43,0.6200000000000001,21.43,Semiconductors,0.4397886562856847,0.5201558298523298,0.6368409222285729,38.83387230181673,Sell
FDX,Industrials,Integrated Freight & Logistics,14.058805513016845,0.10762405746542324,1.3865134042234537,-0.027308524208307913,0.09038267875125881,3.0,32.66595,0.5900000000000001,32.66595,Integrated Freight & Logistics,0.4120173245928487,0.5274014539445813,0.7874053488745304,38.80505324169894,Sell
CBRE,Real Estate,Real Estate - Services,40.05389379838807,0.11914288254645683,1.070152137164936,0.119502957839056,-0.018255578093306288,3.0,10.85,0.44000000000000006,10.85,Real Estate - Services,0.6178511301977577,0.617851130197758,0.617851130197758,38.79188447884036,Sell
BG,Consumer Defensive,Agricultural Farm Products,9.992123350585011,0.10770896918381412,0.7242389865759122,-0.10802821632515956,-0.4930896121266161,4.0,8.88677,0.5599999999999999,8.88677,Agricultural Farm Products,0.3800622665694586,0.40325138077707995,0.6840869214794676,38.756187361867276,Sell
GPN,Industrials,Specialty Business Services,13.005393403146421,0.06966810165799607,0.7606321064000137,0.046763559775062594,0.5922860013810124,4.0,22.35,0.44000000000000006,22.35,Specialty Business Services,0.38214886980224216,0.617851130197758,0.617851130197758,38.73279231329499,Sell
CMG,Consumer Cyclical,Restaurants,45.38707777910136,0.431566425301697,1.3271981900224357,0.14609555100672644,0.2485259254014488,3.0,2.21,0.5000000000000001,2.21,Restaurants,0.7745166135736158,0.7695230392455579,0.29221902896301033,38.701862506548764,Sell
OMC,Communication Services,Advertising Agencies,10.441232737807823,0.358974358974359,1.5841946400804903,0.06785232980765304,0.06410809256863591,3.0,9.54255,0.4600000000000001,9.54255,Advertising Agencies,0.617851130197758,0.617851130197758,0.617851130197758,38.68879753169978,Sell
RJF,Financial Services,Financial - Capital Markets,14.340575605299223,0.2516598166297819,0.0,0.10211021974189048,0.1891891891891892,2.0,12.17173,0.5,12.17173,Financial - Capital Markets,0.472465923707869,0.41714042904413984,0.43436596786478504,38.67740148977343,Sell
AOS,Industrials,Industrial - Machinery,19.486513892078072,0.2762557982793482,0.15902107703088783,-0.009006436877076411,-0.04132231404958678,4.0,4.87,0.6000000000000001,4.87,Industrial - Machinery,0.39069064432602385,0.4327479139377284,0.3524920728134291,38.663317823218414,Sell
TEL,Technology,"Hardware, Equipment & Parts",35.15756834532374,0.11236636284634506,0.4645428216797683,-0.011787451665211425,0.6717277486910995,3.0,11.25,0.5599999999999999,11.25,"Hardware, Equipment & Parts",0.45507376159335305,0.516609655592063,0.5481310974729585,38.656568840642215,Sell
GL,Financial Services,Insurance - Life,9.51388957396453,0.20800924780729915,0.5164278647019879,0.060676273094628336,0.10301981447430093,4.0,18.7028,0.42000000000000004,18.7028,Insurance - Life,0.4401100414056316,0.4128815074050061,0.6601400516750281,38.6481069334179,Sell
HPE,Technology,Communication Equipment,8.360415175375806,0.1191509323325906,0.7087297811607992,0.034048395400720785,0.27358024691358024,4.0,2.31428,0.52,2.31428,Communication Equipment,0.5454541000774342,0.5539718146151108,0.37258543669561783,38.58071599029189,Sell
FCX,Basic Materials,Copper,31.052533936651585,0.10071061363409806,0.531659882406151,0.1137606650623496,0.025515743756786103,3.0,0.0,0.6,0.0,Copper,0.5,0.5,0.5,38.576243182910815,Sell
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,28.982011119936455,0.5132229299363057,1.4500537056928033,0.08333333333333333,0.060580204778156996,3.0,9.0,0.4800000000000001,9.0,Drug Manufacturers - Specialty & Generic,0.617851130197758,0.617851130197758,0.617851130197758,38.56656875554591,Sell
DGX,Healthcare,Medical - Diagnostics & Research,22.02304347826087,0.13223749677514465,0.9481887718285467,0.06701253782965845,0.01990632318501171,3.0,12.6737,0.4600000000000001,12.6737,Medical - Diagnostics & Research,0.7613679350656292,0.5793430677558974,0.424614636131861,38.55878017734082,Sell
SNPS,Technology,Software - Infrastructure,37.64642280318357,0.2545325795696671,0.07147252727411854,0.04874817269447144,0.8403139147629702,3.0,0.0,0.5400000000000001,0.0,Software - Infrastructure,0.39297937119690557,0.5433246026004325,0.33495065746266356,38.443949292845915,Sell
WRB,Financial Services,Insurance - Property & Casualty,16.801470135136306,0.20665551032618032,0.0,0.12318386209334183,0.2712951520929751,3.0,5.22767,0.4800000000000001,5.22767,Insurance - Property & Casualty,0.4507629188795757,0.4349148921630401,0.3470485767326596,38.41293292067085,Sell
TROW,Financial Services,Asset Management,10.920006981847196,0.19602083185680663,0.04541737616285222,0.09799551118334494,0.1740929166433723,4.0,8.61159,0.34,8.61159,Asset Management,0.41702128202904204,0.4410236728455148,0.43045435003362337,38.41085047049007,Sell
TECH,Healthcare,Biotechnology,58.745870612003095,0.06342279886951098,0.20985815339254965,0.019669183303979407,-0.4107017033404262,3.0,3.03,0.5,3.03,Biotechnology,0.5307554977681669,0.5048378056208044,0.3911228252353276,38.390816481479604,Sell
ECL,Basic Materials,Chemicals - Specialty,34.91825470800837,0.2440271205716557,0.9250546429617612,0.02749311366692341,0.5393135611746702,3.0,10.60344,0.54,10.60344,Chemicals - Specialty,0.5961488228583232,0.5951879980304672,0.4859902014847562,38.3689291891662,Sell
INCY,Healthcare,Biotechnology,576.5823563704749,0.0064049529226926395,0.011756853256508477,0.14762440913625727,-0.9454232687805703,3.0,4.74511,0.4,4.74511,Biotechnology,0.6066714545030586,0.3609645309818436,0.4026898468447026,38.35918357047801,Sell
CFG,Financial Services,Banks - Regional,11.841456109651162,0.06323464833896712,0.4952143489101585,-0.052285992217898834,-0.061567164179104475,3.0,6.13845,0.6000000000000001,6.13845,Banks - Regional,0.4899115287955247,0.45315646622520017,0.47517806381839023,38.3272996372855,Sell
DVN,Energy,Oil & Gas Exploration & Production,7.668045894585872,0.19968139755499473,0.6158129941560674,0.04469786341591296,-0.22844942620763278,4.0,5.30273,0.5000000000000001,5.30273,Oil & Gas Exploration & Production,0.5131119994958264,0.5097934608425584,0.4016808918598318,38.28537169038101,Sell
DHR,Healthcare,Medical - Diagnostics & Research,37.31038326693227,0.0747068277873683,0.3240378375189286,-0.0006278777731268313,-0.18157010915197314,3.0,11.53333,0.64,11.53333,Medical - Diagnostics & Research,0.44141200790783924,0.4855046776137557,0.41287385999528087,38.28315863863054,Sell
BSX,Healthcare,Medical - Devices,77.08774015748033,0.09555495467958289,0.5271024671348821,0.17605337078651687,0.1638418079096045,3.0,4.5,0.62,4.5,Medical - Devices,0.6968011738354868,0.4239983049923299,0.341381650310509,38.14666551822187,Sell
ADI,Technology,Semiconductors,72.04785637095857,0.04446514486538354,0.2157598679347207,-0.23390946142220995,-0.50664232169455,3.0,11.74,0.5600000000000002,11.74,Semiconductors,0.3560255965268773,0.49879926689235804,0.49671593055854907,38.108132556619395,Sell
PKG,Consumer Cyclical,Packaging & Containers,26.564625725045705,0.15605163683046858,0.629314259763851,0.07445145083564031,0.052143230527966544,1.0,14.39,0.6000000000000001,14.39,Packaging & Containers,0.48535463885416785,0.43100766764825194,0.7786111549259332,38.10160017988706,Sell
BIIB,Healthcare,Drug Manufacturers - General,12.402797755846965,0.08973851540807398,0.38997096361912276,-0.016236935214933506,0.40573594005684266,4.0,17.38959,0.5800000000000001,17.38959,Drug Manufacturers - General,0.3137052209768912,0.4489651026022417,0.5080125917561349,38.081605781782145,Sell
EIX,Utilities,Regulated Electric,7.6855805243445685,0.1856686790782944,2.379978341956443,0.077182029624189,0.09879175550817342,3.0,7.54085,0.4600000000000001,7.54085,Regulated Electric,0.7145156391280255,0.4794071961390762,0.6766314782296833,38.06576153807616,Sell
CHRW,Industrials,Integrated Freight & Logistics,23.875335217521375,0.3075926973311117,0.9965787084408192,0.007303351023840443,0.4323237853282851,3.0,7.07,0.5599999999999999,7.07,Integrated Freight & Logistics,0.4882532911608928,0.7532698324410735,0.39359115345531115,38.02904228544788,Sell
APD,Basic Materials,Chemicals - Specialty,40.51243135720342,0.09653489891159782,1.121869771617449,-0.039634920634920634,0.6642900617337623,2.0,16.35,0.5400000000000001,16.35,Chemicals - Specialty,0.5181052769437471,0.6218222147808619,0.662993817612132,38.00279542761956,Sell
DOV,Industrials,Industrial - Machinery,11.163243740760002,0.36507627104662055,0.41648907844708294,-0.08203531728697364,1.5520955160158512,4.0,12.2,0.4600000000000001,12.2,Industrial - Machinery,0.22289874893671402,0.674473721242256,0.48569394343148903,37.981921259963435,Sell
CAT,Industrials,Agricultural - Machinery,21.158662046370967,0.4284807990821354,2.1358277522554934,-0.033566954965702354,0.04421867440735365,3.0,22.7224,0.5700000000000001,22.7224,Agricultural - Machinery,0.6054918160843358,0.6550071211476302,0.5297214030128145,37.91017626756713,Sell
RTX,Industrials,Aerospace & Defense,39.38050173913043,0.07610507463674303,0.6713700500682749,0.17147417295414974,0.49420970266040687,3.0,8.46,0.56,8.46,Aerospace & Defense,0.6077280648276947,0.5747568832094765,0.364654267527511,37.89671614008612,Sell
HWM,Industrials,Industrial - Machinery,52.495222929936304,0.277170914708154,0.7268363939899833,0.11897590361445783,0.5098039215686274,3.0,6.715,0.54,6.715,Industrial - Machinery,0.6847441662601247,0.5163552589277408,0.3860196923619039,37.880618116979285,Sell
ATO,Utilities,Regulated Gas,22.074512152005163,0.09049202562771057,0.6474719638848178,-0.025768608329082225,0.17798649076040302,3.0,9.4161,0.4600000000000001,9.4161,Regulated Gas,0.3821488698022421,0.617851130197758,0.617851130197758,37.874867927774936,Sell
VRTX,Healthcare,Biotechnology,-113.95407479153603,-0.056755294802979236,0.07207447389698651,0.11661532849673732,-1.1479721516189634,2.0,28.75992,0.44000000000000006,28.75992,Biotechnology,0.5882737375758557,0.30646631558924803,0.5646502028656186,37.79135149914716,Sell
SYF,Financial Services,Financial - Credit Services,8.378175691123861,0.18323773596573956,1.0258126771606055,0.22578961106760637,0.563449508489723,4.0,10.26287,0.4600000000000001,10.26287,Financial - Credit Services,0.4908951214340022,0.7341101272116202,0.3281757629389101,37.71381711455861,Sell
KO,Consumer Defensive,Beverages - Non-Alcoholic,28.72255192878338,0.4170590453354475,1.8743225707961224,0.028565808453905668,-0.007746873249953332,3.0,3.74041,0.56,3.74041,Beverages - Non-Alcoholic,0.4909334512811303,0.5805123004646524,0.6949635022522163,37.7037873147841,Sell
