time,open,high,low,close,VWAP,Upper Band #1,Lower Band #1,Volume
2025-05-14T14:30:00+01:00,119.74,119.84,119.74,119.76,119.77999999999999,119.77999999999999,119.77999999999999,1395
2025-05-14T14:30:01+01:00,119.8,119.99,119.75,119.91,119.84170757532003,119.89238917553969,119.79102597510037,2068
2025-05-14T14:30:02+01:00,119.92,120,119.79,119.8,119.85388468332071,119.8890604085301,119.81870895811133,4463
2025-05-14T14:30:03+01:00,119.84,120,119.81,119.98,119.88258272420028,119.92875196517748,119.83641348322307,4797
2025-05-14T14:30:04+01:00,119.99,120,119.85,119.96,119.91518336975751,119.95451638286114,119.87585035665388,19307
2025-05-14T14:30:05+01:00,119.96,120,119.95,120,119.92447437487641,119.96786824361483,119.88108050613799,5056
2025-05-14T14:30:06+01:00,120,120,119.98,120,119.92618362696118,119.97035445606981,119.88201279785254,944
2025-05-14T14:30:07+01:00,119.999,120,119.999,120,119.92662918822855,119.97103385724965,119.88222451920744,232
2025-05-14T14:30:08+01:00,120.01,120.24,120,120.14,119.96813326705195,120.05836879529326,119.87789773881065,10017
2025-05-14T14:30:09+01:00,120.14,120.14,119.81,119.86,119.96574792779343,120.05289479946616,119.8786010561207,3960
2025-05-14T14:30:10+01:00,119.8,119.86,119.58,119.6,119.93479535717336,120.05586762685162,119.81372308749509,6346
2025-05-14T14:30:11+01:00,119.63,119.63,119.5,119.54,119.91069586989065,120.05988091854898,119.7615108212323,3988
2025-05-14T14:30:12+01:00,119.54,119.84,119.54,119.79,119.88722742417254,120.0399192017223,119.73453564662277,8960
2025-05-14T14:30:13+01:00,119.79,119.82,119.62,119.82,119.8799892357943,120.03155164284492,119.72842682874368,4088
2025-05-14T14:30:14+01:00,119.76,119.89,119.76,119.81,119.87542254312663,120.02196801907512,119.72887706717815,6231
2025-05-14T14:30:15+01:00,119.8,119.83,119.55,119.55,119.87055074335883,120.01931814238588,119.72178334433178,1755
2025-05-14T14:30:16+01:00,119.57,119.88,119.57,119.61,119.84783486911765,119.99968611462938,119.69598362360591,11784
2025-05-14T14:30:17+01:00,119.65,119.81,119.64,119.77,119.84088934659371,119.99013524634637,119.69164344684106,6567
2025-05-14T14:30:18+01:00,119.82,119.86,119.58,119.72,119.83383639806051,119.98140904891909,119.68626374720193,6317
2025-05-14T14:30:19+01:00,119.7,119.7,119.53,119.58,119.83309158028466,119.98100522302991,119.68517793753941,351
2025-05-14T14:30:20+01:00,119.59,119.59,119.39,119.39,119.82890744399029,119.98119914715824,119.67661574082234,1221
2025-05-14T14:30:21+01:00,119.41,119.41,119.33,119.34,119.82544984321771,119.98239277943071,119.66850690700471,816
2025-05-14T14:30:22+01:00,119.3,119.35,119.22,119.35,119.8223834017541,119.983835902945,119.66093090056319,658
2025-05-14T14:30:23+01:00,119.38,119.435,119.38,119.4,119.81010517168724,119.98409962688392,119.63611071649056,3374
2025-05-14T14:30:24+01:00,119.38,119.38,119.34,119.35,119.8067500014424,119.98440181502187,119.62909818786292,855
2025-05-14T14:30:25+01:00,119.32,119.32,119.17,119.18,119.79685788179646,119.98842620382656,119.60528955976635,1993
2025-05-14T14:30:26+01:00,119.15,119.25,119.15,119.19,119.79201076793251,119.9902221400879,119.59379939577713,957
2025-05-14T14:30:27+01:00,119.12,119.12,119.1,119.119,119.7913524512077,119.9905915749564,119.592113327459,115
2025-05-14T14:30:28+01:00,119.12,119.29,119.12,119.29,119.78420044387113,119.99187147287454,119.57652941486772,1540
2025-05-14T14:30:29+01:00,119.25,119.31,119.25,119.31,119.77986259854755,119.99169662531173,119.56802857178337,1064
2025-05-14T14:30:30+01:00,119.28,119.28,118.97,119.12,119.71644130689145,119.9960025613836,119.4368800523993,12962
2025-05-14T14:30:31+01:00,119.08,119.13,119.05,119.09,119.71083816621368,119.99532734641585,119.4263489860115,1211
2025-05-14T14:30:32+01:00,119.12,119.15,119.03,119.05,119.70741867338596,119.9949157061697,119.41992164060221,734
2025-05-14T14:30:33+01:00,119,119.01,118.97,118.99,119.70196359478699,119.99506746035377,119.40885972922021,1043
2025-05-14T14:30:34+01:00,118.92,119.01,118.92,118.98,119.68464567155188,119.99489309956488,119.37439824353888,3324
2025-05-14T14:30:35+01:00,118.99,118.99,118.9,118.96,119.67686959022323,119.99449647737251,119.35924270307396,1503
2025-05-14T14:30:36+01:00,119.01,119.01,118.96,118.96,119.67079821229937,119.99363934406402,119.34795708053473,1242
2025-05-14T14:30:37+01:00,118.96,118.96,118.87,118.87,119.6674922271269,119.99355461837479,119.34142983587901,617
2025-05-14T14:30:38+01:00,118.92,119.01,118.89,119.005,119.65053383842843,119.99010260777779,119.31096506907907,3576
2025-05-14T14:30:39+01:00,119.03,119.03,118.96,118.96,119.64990990203458,119.98993199034744,119.30988781372172,138
2025-05-14T14:30:40+01:00,118.9,118.97,118.85,118.97,119.64288104153249,119.98856435245047,119.29719773061451,1455
2025-05-14T14:30:41+01:00,118.97,118.97,118.88,118.93,119.64079650160473,119.98812601094033,119.29346699226912,435
2025-05-14T14:30:42+01:00,118.93,118.93,118.92,118.92,119.63945012020841,119.98784008444609,119.29106015597073,281
2025-05-14T14:30:43+01:00,118.9,118.91,118.86,118.86,119.63725075524012,119.98753407200407,119.28696743847617,433
2025-05-14T14:30:44+01:00,118.9,118.94,118.9,118.92,119.63306749683342,119.98657241534649,119.27956257832035,881
2025-05-14T14:30:45+01:00,118.91,118.92,118.88,118.91,119.63169808199753,119.98628044331714,119.27711572067791,284
2025-05-14T14:30:46+01:00,118.92,118.96,118.86,118.93,119.62141130077441,119.98358448144386,119.25923812010497,2209
